Data Source,DISTRICT,Variety,Yield
Habiganj RS,Moulvibazar,BRRI dhan108,7.91
Habiganj RS,Moulvibazar,BRRI dhan102,7.81
Habiganj RS,Moulvibazar,BRRI dhan102,7.93
Habiganj RS,Moulvibazar,BRRI dhan105,7.79
Habiganj RS,Moulvibazar,BRRI dhan102,6.94
Habiganj RS,Moulvibazar,BRRI dhan102,6.73
Habiganj RS,Moulvibazar,BRRI dhan108,7.99
Habiganj RS,Moulvibazar,BRRI dhan102,6.97
Habiganj RS,Moulvibazar,BRRI dhan101,6.78
Habiganj RS,Moulvibazar,BRRI dhan102,6.82
Habiganj RS,Moulvibazar,BRRI dhan102,6.96
Habiganj RS,Moulvibazar,BRRI dhan105,6.81
Habiganj RS,Moulvibazar,BRRI dhan102,7.78
Habiganj RS,Moulvibazar,BRRI dhan102,6.91
Habiganj RS,Moulvibazar,BRRI dhan102,7.11
Habiganj RS,Moulvibazar,BRRI dhan102,7.63
Habiganj RS,Moulvibazar,BRRI dhan102,6.79
Habiganj RS,Moulvibazar,BRRI dhan102,7.94
Habiganj RS,Moulvibazar,BRRI dhan102,6.73
Habiganj RS,Moulvibazar,BRRI dhan104,5.99
Habiganj RS,Moulvibazar,BRRI dhan102,6.86
Habiganj RS,Moulvibazar,BRRI dhan104,6.36
Habiganj RS,Moulvibazar,BRRI dhan105,5.97
Habiganj RS,Moulvibazar,BRRI dhan102,6.79
Habiganj RS,Moulvibazar,BRRI dhan105,6.98
Habiganj RS,Moulvibazar,BRRI dhan105,7.83
Habiganj RS,Moulvibazar,BRRI dhan102,7.96
Habiganj RS,Moulvibazar,BRRI dhan107,7.91
Habiganj RS,Moulvibazar,BRRI dhan102,7.77
Habiganj RS,Moulvibazar,BRRI dhan101,6.97
Habiganj RS,Moulvibazar,BRRI dhan102,7.91
Habiganj RS,Moulvibazar,BRRI dhan102,7.81
Habiganj RS,Moulvibazar,BRRI dhan102,7.93
Habiganj RS,Moulvibazar,BRRI dhan102,7.79
Habiganj RS,Moulvibazar,BRRI dhan104,6.94
Habiganj RS,Moulvibazar,BRRI dhan104,6.73
Habiganj RS,Moulvibazar,BRRI dhan108,7.91
Habiganj RS,Moulvibazar,BRRI dhan101,6.97
Habiganj RS,Moulvibazar,BRRI dhan107,6.78
Habiganj RS,Moulvibazar,BRRI dhan102,6.82
Habiganj RS,Moulvibazar,BRRI dhan102,6.96
Habiganj RS,Moulvibazar,BRRI dhan102,6.81
Habiganj RS,Moulvibazar,BRRI dhan102,7.98
Habiganj RS,Moulvibazar,BRRI dhan102,6.91
Habiganj RS,Moulvibazar,BRRI dhan102,7.11
Habiganj RS,Moulvibazar,BRRI dhan102,7.63
Habiganj RS,Moulvibazar,BRRI dhan102,6.79
Habiganj RS,Habiganj,BRRI dhan101,7.94
Habiganj RS,Habiganj,BRRI dhan101,6.73
Habiganj RS,Habiganj,BRRI dhan107,7.99
Habiganj RS,Habiganj,BRRI dhan104,6.86
Habiganj RS,Habiganj,BRRI dhan105,6.36
Habiganj RS,Habiganj,BRRI dhan102,5.97
Habiganj RS,Habiganj,BRRI dhan102,6.79
Habiganj RS,Habiganj,BRRI dhan102,6.98
Habiganj RS,Habiganj,BRRI dhan102,7.83
Habiganj RS,Habiganj,BRRI dhan108,7.96
Habiganj RS,Habiganj,BRRI dhan101,7.91
Habiganj RS,Habiganj,BRRI dhan105,7.77
Habiganj RS,Habiganj,BRRI dhan104,6.97
Habiganj RS,Habiganj,BRRI dhan105,7.91
Habiganj RS,Habiganj,BRRI dhan104,6.81
Habiganj RS,Habiganj,BRRI dhan105,7.93
Habiganj RS,Habiganj,BRRI dhan101,7.79
Habiganj RS,Habiganj,BRRI dhan104,6.94
Habiganj RS,Habiganj,BRRI dhan105,6.73
Habiganj RS,Habiganj,BRRI dhan104,6.99
Habiganj RS,Habiganj,BRRI dhan105,6.97
Habiganj RS,Habiganj,BRRI dhan107,6.78
Habiganj RS,Habiganj,BRRI dhan105,6.82
Habiganj RS,Habiganj,BRRI dhan105,6.96
Habiganj RS,Habiganj,BRRI dhan104,6.71
Habiganj RS,Habiganj,BRRI dhan104,6.69
Habiganj RS,Habiganj,BRRI dhan107,7.78
Habiganj RS,Habiganj,BRRI dhan101,6.91
Habiganj RS,Habiganj,BRRI dhan105,7.11
Habiganj RS,Habiganj,BRRI dhan101,7.63
Habiganj RS,Habiganj,BRRI dhan104,6.79
Habiganj RS,Habiganj,BRRI dhan105,7.94
Habiganj RS,Habiganj,BRRI dhan101,6.73
Habiganj RS,Habiganj,BRRI dhan105,7.99
Habiganj RS,Habiganj,BRRI dhan104,6.86
Habiganj RS,Habiganj,BRRI dhan101,6.36
Habiganj RS,Habiganj,BRRI dhan104,5.97
Habiganj RS,Habiganj,BRRI dhan105,6.79
Habiganj RS,Habiganj,BRRI dhan102,6.98
Habiganj RS,Habiganj,BRRI dhan102,7.83
Habiganj RS,Habiganj,BRRI dhan102,7.96
Habiganj RS,Habiganj,BRRI dhan102,7.91
Habiganj RS,Habiganj,BRRI dhan102,7.77
Habiganj RS,Habiganj,BRRI dhan102,6.97
Habiganj RS,Habiganj,BRRI dhan102,7.91
Habiganj RS,Habiganj,BRRI dhan102,7.81
Habiganj RS,Habiganj,BRRI dhan102,7.93
Habiganj RS,Habiganj,BRRI dhan102,7.79
Habiganj RS,Habiganj,BRRI dhan102,6.94
Habiganj RS,Habiganj,BRRI dhan102,6.73
Habiganj RS,Habiganj,BRRI dhan102,6.99
Habiganj RS,Habiganj,BRRI dhan102,6.97
Habiganj RS,Habiganj,BRRI dhan102,6.78
Habiganj RS,Habiganj,BRRI dhan102,6.82
Habiganj RS,Habiganj,BRRI dhan102,6.96
Habiganj RS,Habiganj,BRRI dhan102,6.81
Habiganj RS,Habiganj,BRRI dhan102,7.98
Habiganj RS,Habiganj,BRRI dhan102,6.91
Habiganj RS,Habiganj,BRRI dhan102,7.11
Habiganj RS,Habiganj,BRRI dhan102,7.63
Habiganj RS,Habiganj,BRRI dhan102,6.79
Habiganj RS,Habiganj,BRRI dhan102,7.94
Habiganj RS,Habiganj,BRRI dhan102,6.73
Habiganj RS,Habiganj,BRRI dhan102,7.99
Habiganj RS,Habiganj,BRRI dhan102,6.86
Habiganj RS,Habiganj,BRRI dhan102,6.36
Habiganj RS,Habiganj,BRRI dhan102,5.97
Habiganj RS,Habiganj,BRRI dhan102,6.79
Habiganj RS,Habiganj,BRRI dhan102,6.98
Habiganj RS,Habiganj,BRRI dhan102,7.83
Habiganj RS,Habiganj,BRRI dhan102,7.96
Habiganj RS,Habiganj,BRRI dhan102,7.91
Habiganj RS,Habiganj,BRRI dhan101,7.77
Habiganj RS,Habiganj,BRRI dhan101,6.97
Habiganj RS,Habiganj,BRRI dhan102,7.91
Habiganj RS,Habiganj,BRRI dhan101,7.81
Habiganj RS,Habiganj,BRRI dhan105,7.93
Habiganj RS,Habiganj,BRRI dhan102,7.79
Habiganj RS,Habiganj,BRRI dhan108,7.94
Habiganj RS,Habiganj,BRRI dhan102,6.73
Habiganj RS,Habiganj,BRRI dhan102,6.99
Habiganj RS,Habiganj,BRRI dhan102,6.97
Habiganj RS,Habiganj,BRRI dhan101,6.78
Habiganj RS,Habiganj,BRRI dhan105,6.82
Habiganj RS,Habiganj,BRRI dhan107,6.96
Habiganj RS,Habiganj,BRRI dhan102,6.81
Habiganj RS,Habiganj,BRRI dhan102,7.98
Habiganj RS,Habiganj,BRRI dhan104,6.91
Habiganj RS,Habiganj,BRRI dhan108,7.11
Habiganj RS,Habiganj,BRRI dhan105,7.63
Habiganj RS,Habiganj,BRRI dhan104,6.79
Habiganj RS,Habiganj,BRRI dhan105,7.94
Habiganj RS,Habiganj,BRRI dhan107,6.73
Habiganj RS,Habiganj,BRRI dhan104,5.99
Habiganj RS,Habiganj,BRRI dhan102,6.86
Habiganj RS,Habiganj,BRRI dhan102,6.36
Habiganj RS,Habiganj,BRRI dhan102,5.97
Habiganj RS,Habiganj,BRRI dhan102,6.79
Habiganj RS,Habiganj,BRRI dhan104,6.78
Habiganj RS,Habiganj,BRRI dhan102,7.83
Habiganj RS,Habiganj,BRRI dhan102,7.96
Habiganj RS,Habiganj,BRRI dhan102,7.91
Habiganj RS,Habiganj,BRRI dhan107,7.77
Habiganj RS,Habiganj,BRRI dhan104,6.77
Habiganj RS,Moulvibazar,BRRI dhan108,7.91
Habiganj RS,Moulvibazar,BRRI dhan102,7.81
Habiganj RS,Moulvibazar,BRRI dhan102,7.93
Habiganj RS,Moulvibazar,BRRI dhan102,7.79
Habiganj RS,Moulvibazar,BRRI dhan102,6.94
Habiganj RS,Habiganj,BRRI dhan104,6.73
Habiganj RS,Habiganj,BRRI dhan102,6.99
Habiganj RS,Habiganj,BRRI dhan104,6.67
Habiganj RS,Habiganj,BRRI dhan102,6.78
Habiganj RS,Habiganj,BRRI dhan102,6.82
Habiganj RS,Habiganj,BRRI dhan102,6.96
Habiganj RS,Habiganj,BRRI dhan104,6.81
Habiganj RS,Habiganj,BRRI dhan102,7.98
Habiganj RS,Habiganj,BRRI dhan102,6.91
Habiganj RS,Habiganj,BRRI dhan102,7.11
Habiganj RS,Habiganj,BRRI dhan104,6.63
Habiganj RS,Habiganj,BRRI dhan102,6.79
Habiganj RS,Habiganj,BRRI dhan102,7.94
Habiganj RS,Habiganj,BRRI dhan102,6.73
Habiganj RS,Habiganj,BRRI dhan102,7.99
Habiganj RS,Habiganj,BRRI dhan102,6.86
Habiganj RS,Habiganj,BRRI dhan102,6.36
Habiganj RS,Habiganj,BRRI dhan102,5.97
Habiganj RS,Habiganj,BRRI dhan102,6.79
Habiganj RS,Habiganj,BRRI dhan102,6.98
Habiganj RS,Habiganj,BRRI dhan102,7.83
Habiganj RS,Habiganj,BRRI dhan102,7.96
Habiganj RS,Sunamganj,BRRI dhan105,7.91
Habiganj RS,Sunamganj,BRRI dhan107,7.77
Habiganj RS,Sunamganj,BRRI dhan104,6.97
Habiganj RS,Sunamganj,BRRI dhan102,7.91
Habiganj RS,Sunamganj,BRRI dhan104,6.81
Habiganj RS,Sunamganj,BRRI dhan104,5.93
Habiganj RS,Sunamganj,BRRI dhan105,7.79
Habiganj RS,Sunamganj,BRRI dhan107,6.94
Habiganj RS,Sunamganj,BRRI dhan108,6.73
Habiganj RS,Sunamganj,BRRI dhan101,6.99
Habiganj RS,Sunamganj,BRRI dhan102,6.97
Habiganj RS,Sunamganj,BRRI dhan101,6.78
Habiganj RS,Sunamganj,BRRI dhan104,6.82
Habiganj RS,Sunamganj,BRRI dhan102,6.96
Habiganj RS,Sunamganj,BRRI dhan105,6.81
Habiganj RS,Sunamganj,BRRI dhan105,7.88
Habiganj RS,Sunamganj,BRRI dhan105,6.91
Habiganj RS,Sunamganj,BRRI dhan105,7.11
Habiganj RS,Sunamganj,BRRI dhan102,7.63
Habiganj RS,Sunamganj,BRRI dhan102,6.79
Habiganj RS,Sunamganj,BRRI dhan102,7.94
Habiganj RS,Sunamganj,BRRI dhan102,6.73
Habiganj RS,Sunamganj,BRRI dhan102,7.99
Habiganj RS,Sunamganj,BRRI dhan104,6.86
Habiganj RS,Sunamganj,BRRI dhan102,6.36
Habiganj RS,Sunamganj,BRRI dhan108,7.97
Habiganj RS,Sunamganj,BRRI dhan102,6.79
Habiganj RS,Sunamganj,BRRI dhan102,6.98
Habiganj RS,Sunamganj,BRRI dhan102,7.83
Habiganj RS,Sunamganj,BRRI dhan102,7.96
Habiganj RS,Sunamganj,BRRI dhan102,7.91
Habiganj RS,Sunamganj,BRRI dhan102,7.77
Habiganj RS,Sunamganj,BRRI dhan102,6.97
Habiganj RS,Sunamganj,BRRI dhan102,7.91
Habiganj RS,Sunamganj,BRRI dhan104,6.81
Habiganj RS,Sunamganj,BRRI dhan102,7.93
Habiganj RS,Sunamganj,BRRI dhan102,7.79
Habiganj RS,Sunamganj,BRRI dhan108,7.94
Habiganj RS,Sunamganj,BRRI dhan102,6.73
Habiganj RS,Sunamganj,BRRI dhan104,6.99
Habiganj RS,Sunamganj,BRRI dhan102,6.97
Habiganj RS,Sunamganj,BRRI dhan107,6.78
Habiganj RS,Sunamganj,BRRI dhan107,6.82
Habiganj RS,Sunamganj,BRRI dhan105,6.96
Habiganj RS,Sunamganj,BRRI dhan102,6.81
Habiganj RS,Sunamganj,BRRI dhan102,7.98
Habiganj RS,Sunamganj,BRRI dhan102,6.91
Habiganj RS,Sunamganj,BRRI dhan104,6.11
Habiganj RS,Sunamganj,BRRI dhan108,7.63
Habiganj RS,Sunamganj,BRRI dhan104,6.79
Habiganj RS,Sunamganj,BRRI dhan102,7.94
Habiganj RS,Sunamganj,BRRI dhan102,6.73
Habiganj RS,Sunamganj,BRRI dhan102,7.99
Habiganj RS,Sunamganj,BRRI dhan105,6.86
Habiganj RS,Sunamganj,BRRI dhan105,6.36
Habiganj RS,Sunamganj,BRRI dhan101,6.97
Habiganj RS,Sunamganj,BRRI dhan101,6.79
Habiganj RS,Sunamganj,BRRI dhan104,6.98
Habiganj RS,Sunamganj,BRRI dhan105,7.83
Habiganj RS,Sunamganj,BRRI dhan105,7.96
Kushtia RS,Kushtia,BRRI dhan102,7.91
Kushtia RS,Kushtia,BRRI dhan105,7.77
Kushtia RS,Kushtia,BRRI dhan102,6.97
Kushtia RS,Kushtia,BRRI dhan100,5.91
Kushtia RS,Kushtia,BRRI dhan102,7.81
Kushtia RS,Kushtia,BRRI dhan107,7.93
Kushtia RS,Kushtia,BRRI dhan104,6.79
Kushtia RS,Kushtia,BRRI dhan102,6.94
Kushtia RS,Kushtia,BRRI dhan102,6.73
Kushtia RS,Kushtia,BRRI dhan101,6.99
Kushtia RS,Kushtia,BRRI dhan104,6.97
Kushtia RS,Kushtia,BRRI dhan100,6.78
Kushtia RS,Kushtia,BRRI dhan102,6.82
Kushtia RS,Kushtia,BRRI dhan102,6.96
Kushtia RS,Kushtia,BRRI dhan102,6.81
Kushtia RS,Kushtia,BRRI dhan102,6.1
Kushtia RS,Kushtia,BRRI dhan102,6.1
Kushtia RS,Kushtia,BRRI dhan101,6.2
Kushtia RS,Kushtia,BRRI dhan104,6.1
Kushtia RS,Kushtia,BRRI dhan107,6.1
Kushtia RS,Kushtia,BRRI dhan102,7.176
Kushtia RS,Kushtia,BRRI dhan102,7.774
Kushtia RS,Kushtia,BRRI dhan105,6.578
Kushtia RS,Kushtia,BRRI dhan102,7.475
Kushtia RS,Kushtia,BRRI dhan104,6
Kushtia RS,Kushtia,BRRI dhan101,6.578
Kushtia RS,Kushtia,BRRI dhan102,7.176
Kushtia RS,Kushtia,BRRI dhan105,5.91
Kushtia RS,Kushtia,BRRI dhan102,6.578
Kushtia RS,Kushtia,BRRI dhan101,5.8
Kushtia RS,Kushtia,BRRI dhan102,6.3
Kushtia RS,Kushtia,BRRI dhan105,6.2
Kushtia RS,Kushtia,BRRI dhan105,5.7
Kushtia RS,Kushtia,BRRI dhan102,7.774
Kushtia RS,Kushtia,BRRI dhan104,6.578
Kushtia RS,Kushtia,BRRI dhan102,6.1
Kushtia RS,Kushtia,BRRI dhan102,7.774
Kushtia RS,Kushtia,BRRI dhan102,6.578
Kushtia RS,Kushtia,BRRI dhan101,6.279
Kushtia RS,Kushtia,BRRI dhan102,7.176
Kushtia RS,Kushtia,BRRI dhan102,6.578
Kushtia RS,Kushtia,BRRI dhan102,5.9
Kushtia RS,Kushtia,BRRI dhan108,7.5
Kushtia RS,Kushtia,BRRI dhan105,5.9
Kushtia RS,Kushtia,BRRI dhan102,7.475
Kushtia RS,Kushtia,BRRI dhan102,6.578
Kushtia RS,Kushtia,BRRI dhan105,6.578
Kushtia RS,Kushtia,BRRI dhan105,5.5
Kushtia RS,Kushtia,BRRI dhan105,5.9
Kushtia RS,Kushtia,BRRI dhan107,6.578
Kushtia RS,Kushtia,BRRI dhan101,6.1
Kushtia RS,Kushtia,BRRI dhan101,6.1
Kushtia RS,Kushtia,BRRI dhan101,5.5
Kushtia RS,Kushtia,BRRI dhan101,6.578
Kushtia RS,Kushtia,BRRI dhan104,5.8
Kushtia RS,Kushtia,BRRI dhan104,6.578
Kushtia RS,Kushtia,BRRI dhan102,7.475
Kushtia RS,Kushtia,BRRI dhan102,7.774
Kushtia RS,Kushtia,BRRI dhan104,6.1
Kushtia RS,Kushtia,BRRI dhan102,6.3
Kushtia RS,Kushtia,BRRI dhan100,6
Kushtia RS,Kushtia,BRRI dhan100,5.98
Kushtia RS,Kushtia,BRRI dhan102,6.877
Kushtia RS,Kushtia,BRRI dhan100,5.7
Kushtia RS,Kushtia,BRRI dhan101,6.279
Kushtia RS,Kushtia,BRRI dhan102,6.2
Kushtia RS,Kushtia,BRRI dhan104,6.578
Kushtia RS,Kushtia,BRRI dhan102,6
Kushtia RS,Kushtia,BRRI dhan105,6.2
Kushtia RS,Kushtia,BRRI dhan102,7.774
Kushtia RS,Kushtia,BRRI dhan102,6.578
Kushtia RS,Kushtia,BRRI dhan102,7.176
Kushtia RS,Kushtia,BRRI dhan107,6.1
Kushtia RS,Kushtia,BRRI dhan105,6
Kushtia RS,Kushtia,BRRI dhan102,7.774
Kushtia RS,Kushtia,BRRI dhan104,6.2
Kushtia RS,Kushtia,BRRI dhan102,7.176
Kushtia RS,Kushtia,BRRI dhan102,8.073
Kushtia RS,Kushtia,BRRI dhan102,6.578
Kushtia RS,Kushtia,BRRI dhan104,6.1
Kushtia RS,Kushtia,BRRI dhan102,6.2
Kushtia RS,Kushtia,BRRI dhan107,6.279
Kushtia RS,Kushtia,BRRI dhan107,6.1
Kushtia RS,Kushtia,BRRI dhan104,6
Kushtia RS,Kushtia,BRRI dhan105,6.578
Kushtia RS,Kushtia,BRRI dhan108,7.176
Kushtia RS,Kushtia,BRRI dhan105,6.1
Kushtia RS,Kushtia,BRRI dhan107,6.2
Kushtia RS,Kushtia,BRRI dhan101,6.877
Kushtia RS,Kushtia,BRRI dhan104,6.578
Kushtia RS,Kushtia,BRRI dhan105,6.578
Kushtia RS,Kushtia,BRRI dhan105,5.98
Kushtia RS,Kushtia,BRRI dhan101,6.578
Kushtia RS,Kushtia,BRRI dhan104,5.5
Kushtia RS,Kushtia,BRRI dhan101,5.7
Kushtia RS,Kushtia,BRRI dhan107,6
Kushtia RS,Kushtia,BRRI dhan102,7.176
Kushtia RS,Kushtia,BRRI dhan102,6.578
Kushtia RS,Kushtia,BRRI dhan102,6.279
Kushtia RS,Kushtia,BRRI dhan104,5.6
Kushtia RS,Kushtia,BRRI dhan105,5.8
Kushtia RS,Kushtia,BRRI dhan101,7.475
Kushtia RS,Kushtia,BRRI dhan104,6.877
Kushtia RS,Kushtia,BRRI dhan105,7.176
Kushtia RS,Kushtia,BRRI dhan107,6.877
Kushtia RS,Kushtia,BRRI dhan104,5.6
Kushtia RS,Kushtia,BRRI dhan102,7.774
Kushtia RS,Kushtia,BRRI dhan102,6.877
Kushtia RS,Kushtia,BRRI dhan102,6.578
Kushtia RS,Kushtia,BRRI dhan102,7.774
Kushtia RS,Kushtia,BRRI dhan102,6
Kushtia RS,Kushtia,BRRI dhan101,5.5
Kushtia RS,Kushtia,BRRI dhan102,6.578
Kushtia RS,Kushtia,BRRI dhan102,6.2
Kushtia RS,Kushtia,BRRI dhan104,6
Kushtia RS,Kushtia,BRRI dhan102,7.176
Kushtia RS,Kushtia,BRRI dhan105,6.1
Kushtia RS,Kushtia,BRRI dhan104,6.2
Kushtia RS,Kushtia,BRRI dhan105,5.98
Kushtia RS,Kushtia,BRRI dhan104,6
Kushtia RS,Kushtia,BRRI dhan102,6.2
Kushtia RS,Kushtia,BRRI dhan101,7.774
Kushtia RS,Kushtia,BRRI dhan102,7.176
Kushtia RS,Kushtia,BRRI dhan102,6.578
Kushtia RS,Kushtia,BRRI dhan101,7.2
Kushtia RS,Kushtia,BRRI dhan102,7.176
Kushtia RS,Kushtia,BRRI dhan102,6.279
Kushtia RS,Kushtia,BRRI dhan102,8.073
Kushtia RS,Kushtia,BRRI dhan102,7.176
Kushtia RS,Kushtia,BRRI dhan102,6.279
Kushtia RS,Kushtia,BRRI dhan102,8.073
Kushtia RS,Kushtia,BRRI dhan107,5.5
Kushtia RS,Kushtia,BRRI dhan102,7.774
Kushtia RS,Kushtia,BRRI dhan105,6.578
Kushtia RS,Kushtia,BRRI dhan105,5.98
Kushtia RS,Kushtia,BRRI dhan102,6.578
Kushtia RS,Kushtia,BRRI dhan105,5.6
Kushtia RS,Kushtia,BRRI dhan102,7.774
Kushtia RS,Kushtia,BRRI dhan102,6.4
Kushtia RS,Kushtia,BRRI dhan105,6.1
Kushtia RS,Kushtia,BRRI dhan104,6.578
Kushtia RS,Kushtia,BRRI dhan104,6.1
Kushtia RS,Kushtia,BRRI dhan102,7.176
Kushtia RS,Kushtia,BRRI dhan101,6.578
Kushtia RS,Kushtia,BRRI dhan105,6.2
Kushtia RS,Kushtia,BRRI dhan101,6.1
Kushtia RS,Kushtia,BRRI dhan102,6.877
Kushtia RS,Kushtia,BRRI dhan104,6.1
Kushtia RS,Kushtia,BRRI dhan101,6.1
Kushtia RS,Kushtia,BRRI dhan102,6.877
Kushtia RS,Kushtia,BRRI dhan105,6.279
Kushtia RS,Kushtia,BRRI dhan102,7.475
Kushtia RS,Kushtia,BRRI dhan104,5.9
Kushtia RS,Kushtia,BRRI dhan105,6
Kushtia RS,Kushtia,BRRI dhan105,6.877
Kushtia RS,Kushtia,BRRI dhan102,6.578
Kushtia RS,Kushtia,BRRI dhan107,6.2
Kushtia RS,Kushtia,BRRI dhan105,6.1
Kushtia RS,Kushtia,BRRI dhan102,6.578
Kushtia RS,Kushtia,BRRI dhan104,6.1
Kushtia RS,Kushtia,BRRI dhan100,6
Kushtia RS,Kushtia,BRRI dhan102,6.2
Kushtia RS,Kushtia,BRRI dhan105,5.8
Kushtia RS,Kushtia,BRRI dhan102,7.176
Kushtia RS,Kushtia,BRRI dhan102,6.578
Kushtia RS,Kushtia,BRRI dhan104,5.7
Kushtia RS,Kushtia,BRRI dhan102,6.1
Kushtia RS,Kushtia,BRRI dhan104,6.877
Kushtia RS,Kushtia,BRRI dhan105,6.877
Kushtia RS,Kushtia,BRRI dhan102,6.279
Kushtia RS,Kushtia,BRRI dhan102,6.578
Kushtia RS,Kushtia,BRRI dhan108,6.578
Kushtia RS,Kushtia,BRRI dhan102,7.475
Kushtia RS,Kushtia,BRRI dhan102,6.578
Kushtia RS,Kushtia,BRRI dhan102,7.176
Kushtia RS,Kushtia,BRRI dhan102,6.3
Kushtia RS,Kushtia,BRRI dhan100,6
Kushtia RS,Kushtia,BRRI dhan105,5.8
Kushtia RS,Kushtia,BRRI dhan102,7.176
Kushtia RS,Kushtia,BRRI dhan104,5.8
Kushtia RS,Kushtia,BRRI dhan101,8.073
Kushtia RS,Kushtia,BRRI dhan102,8.372
Kushtia RS,Kushtia,BRRI dhan102,6.3
Kushtia RS,Kushtia,BRRI dhan101,6
Kushtia RS,Kushtia,BRRI dhan102,6.578
Kushtia RS,Kushtia,BRRI dhan102,7.475
Kushtia RS,Kushtia,BRRI dhan102,6.2
Kushtia RS,Kushtia,BRRI dhan104,6.1
Kushtia RS,Kushtia,BRRI dhan102,6.578
Kushtia RS,Kushtia,BRRI dhan104,6
Kushtia RS,Kushtia,BRRI dhan105,6.1
Kushtia RS,Kushtia,BRRI dhan104,6.877
Kushtia RS,Chuadanga,BRRI dhan101,6.578
Kushtia RS,Chuadanga,BRRI dhan104,6.279
Kushtia RS,Chuadanga,BRRI dhan104,5.8
Kushtia RS,Chuadanga,BRRI dhan102,7.176
Kushtia RS,Chuadanga,BRRI dhan100,6.1
Kushtia RS,Chuadanga,BRRI dhan102,6.578
Kushtia RS,Chuadanga,BRRI dhan102,6.877
Kushtia RS,Chuadanga,BRRI dhan102,7.475
Kushtia RS,Chuadanga,BRRI dhan102,7.774
Kushtia RS,Chuadanga,BRRI dhan107,5.8
Kushtia RS,Chuadanga,BRRI dhan100,6
Kushtia RS,Chuadanga,BRRI dhan101,6
Kushtia RS,Chuadanga,BRRI dhan100,6.279
Kushtia RS,Chuadanga,BRRI dhan102,6.877
Kushtia RS,Chuadanga,BRRI dhan105,6
Kushtia RS,Chuadanga,BRRI dhan102,7.774
Kushtia RS,Chuadanga,BRRI dhan107,6.279
Kushtia RS,Chuadanga,BRRI dhan105,6
Kushtia RS,Chuadanga,BRRI dhan100,5.9
Kushtia RS,Chuadanga,BRRI dhan102,6.578
Kushtia RS,Chuadanga,BRRI dhan101,5.95
Kushtia RS,Chuadanga,BRRI dhan105,6.279
Kushtia RS,Chuadanga,BRRI dhan107,6.279
Kushtia RS,Chuadanga,BRRI dhan102,6.877
Kushtia RS,Chuadanga,BRRI dhan102,7.774
Kushtia RS,Chuadanga,BRRI dhan105,6.578
Kushtia RS,Chuadanga,BRRI dhan104,5.91
Kushtia RS,Chuadanga,BRRI dhan102,8.073
Kushtia RS,Chuadanga,BRRI dhan102,7.176
Kushtia RS,Chuadanga,BRRI dhan102,7.176
Kushtia RS,Chuadanga,BRRI dhan105,6
Kushtia RS,Chuadanga,BRRI dhan105,6.1
Kushtia RS,Chuadanga,BRRI dhan104,6.2
Kushtia RS,Chuadanga,BRRI dhan100,6.578
Kushtia RS,Chuadanga,BRRI dhan107,6.279
Kushtia RS,Chuadanga,BRRI dhan104,6
Kushtia RS,Chuadanga,BRRI dhan100,6.2
Kushtia RS,Chuadanga,BRRI dhan102,7.176
Kushtia RS,Chuadanga,BRRI dhan105,6.578
Kushtia RS,Chuadanga,BRRI dhan104,5.8
Kushtia RS,Chuadanga,BRRI dhan102,6.578
Kushtia RS,Chuadanga,BRRI dhan102,6.2
Kushtia RS,Chuadanga,BRRI dhan102,7.176
Kushtia RS,Chuadanga,BRRI dhan102,6.877
Kushtia RS,Chuadanga,BRRI dhan104,5.7
Kushtia RS,Chuadanga,BRRI dhan100,5.9
Kushtia RS,Chuadanga,BRRI dhan102,6.279
Kushtia RS,Chuadanga,BRRI dhan104,6.578
Kushtia RS,Chuadanga,BRRI dhan101,5.9
Kushtia RS,Chuadanga,BRRI dhan101,6.279
Kushtia RS,Chuadanga,BRRI dhan102,7.176
Kushtia RS,Chuadanga,BRRI dhan102,7.774
Kushtia RS,Chuadanga,BRRI dhan104,6.2
Kushtia RS,Chuadanga,BRRI dhan100,6.578
Kushtia RS,Chuadanga,BRRI dhan102,6.3
Kushtia RS,Chuadanga,BRRI dhan104,6.279
Kushtia RS,Chuadanga,BRRI dhan104,5.9
Kushtia RS,Chuadanga,BRRI dhan102,7.475
Kushtia RS,Chuadanga,BRRI dhan105,6.1
Kushtia RS,Chuadanga,BRRI dhan102,6.578
Kushtia RS,Chuadanga,BRRI dhan100,6.1
Kushtia RS,Chuadanga,BRRI dhan102,6.877
Kushtia RS,Chuadanga,BRRI dhan102,6.1
Kushtia RS,Chuadanga,BRRI dhan104,6.279
Kushtia RS,Chuadanga,BRRI dhan101,6.578
Kushtia RS,Chuadanga,BRRI dhan105,5.8
Kushtia RS,Chuadanga,BRRI dhan102,6.3
Kushtia RS,Chuadanga,BRRI dhan104,5.9
Kushtia RS,Chuadanga,BRRI dhan102,6.578
Kushtia RS,Chuadanga,BRRI dhan102,7.774
Kushtia RS,Chuadanga,BRRI dhan102,6.2
Kushtia RS,Chuadanga,BRRI dhan102,7.176
Kushtia RS,Chuadanga,BRRI dhan107,5.9
Kushtia RS,Chuadanga,BRRI dhan100,6.578
Kushtia RS,Chuadanga,BRRI dhan102,6.578
Kushtia RS,Chuadanga,BRRI dhan102,6.2
Kushtia RS,Chuadanga,BRRI dhan104,5.8
Kushtia RS,Chuadanga,BRRI dhan102,6
Kushtia RS,Chuadanga,BRRI dhan105,6.2
Kushtia RS,Chuadanga,BRRI dhan102,7.176
